review,rating
I don't really like it,4.0 out of 5 stars
Good,4.0 out of 5 stars
Sound quality may be improved.....,4.0 out of 5 stars
"Good sound quality.
Good voice quality.
Using it for gaming, office and personal calls. No lag or disturbance faced by the speaker and the listener.
Braided cable makes it more durable.
Though I felt the magnet looses some of its strength after few months. Not as strong as new. Though its still works good. Just an observation.",5.0 out of 5 stars
Good built quality as well as sound for the price.,4.0 out of 5 stars
"The quality is premium. I think MI could have done some better job in packaging.
The sound quality is premium, I own good earphones like beats by dr dre, agk, Sennheiser, smile Jamaica by Marley. Hence I know what good earphones are.
I strongly recommend people who are interested to stop thinking and buy these.
All the old skool people out there who really enjoy only the crisp sound and are not satisfied with wireless bass boom boxes in your ears, these are for you.",5.0 out of 5 stars
"Exellent for listening music ,watching movies as well for playing pubg. If you are looking for gaming earphones under 1000 then you must buy it, but being a professional player do not buy it because it doesn't give you exact position of enemy. Sound quality of this earphone is really good",4.0 out of 5 stars
Overall Good But there is some bass Issue Bass is very low,3.0 out of 5 stars
"It is not the best, but ok",4.0 out of 5 stars
"Baas is not punchy
I dot not feel the power of dual drivers
Realme buds 2 better",2.0 out of 5 stars
Best sound quality,4.0 out of 5 stars
"bass quality is gud, mic position is bit uncomfortable due to round shape (non-round could be better)..ear unit is very heavy compared to others. not sitting properly due to size of unit (dia is bigger)",4.0 out of 5 stars
Na,4.0 out of 5 stars
"the bass that should've been promised by the dual dynamic drivers just simply wasn't there. And this product itself is promoted by the presence of dual dynamic drivers. False advertising my Mi by saying crisp vocals , simple getting muffled and overpowered by the bass. But the attractive thing about this earphones is braided cable , volume rockers , magnetic tips all summing to the durability which is hard to find at this price point. But then why would u buy a pair of earphones that sacrifices sound quality .",3.0 out of 5 stars
"Bass ok
Mic. Ok
Build quality excellent
Sound good
Overall good deal, price should be low like 600 i purchased it in 799 rs

Update.1
After usage of one month i found volume up down and play/pause keys stopped working,
Totally disappointed",4.0 out of 5 stars
"I have never rated a product 5 out of 5. This earphones brought me immense satisfaction to the ear as the sound signature is balanced ss. And you get to hear the music exactly how the musicians intended to. All for a price of 799. I expect this quality for much bigger price. Loved it.

Trust me when I say this. Sounds better than my 8000rs JBL 500 live headphones which has 50mm drivers. And yeah. Better than sennheiser cx180 and any earphone thats below 5000rs.",5.0 out of 5 stars
The sound clearly was extremely good . But the noise cancellation was average . Build quality was good with tangled wires . Best earphones under 800 .. I bought it for 600,5.0 out of 5 stars
 Product good but the seller is cheating by sending refurbished product..,3.0 out of 5 stars
Nice,4.0 out of 5 stars
"Sound quality is awesome and mainly the dual driver quality is huge at this price range. I got it for 599₹ in offer. But original rate of 799₹ is also affordable for a dual driver earphones. There is no earphones with this price range. Gaming and music experience is damm good. We can feel the entire sound deeply. Noise cancelation is also very much great and Heavy bass . Loved the overall experience especially the bass and crisp treble sound clearly. If you are planning to buy a headset in this price range, go for it guys.",5.0 out of 5 stars
 Help me,4.0 out of 5 stars
"I you are a person looking for vocals
For example Nusrat fatheh Ali Khan or Arijit Singh don't think just buy it.
These are not bass heavy earphones so don't think they will deliver thumping bass but bass is there when needed .
Design is very good.
Slightly if you have small ears metal part will start hurting your ear but it is actually good so that you don't use them for long period of time.
From my side big thums up and pepsi.",5.0 out of 5 stars
"'' Every single penny worth'', guys i have upgraded from rupees 300 earphones to these and it was a perfect upgarde,there is a huge difference i was a kind of a bass lover but you tend to miss other instruments with bass but these earphones are making me hear each and every sound crystal clear no distortion, mixing or over lapping found, even pubg performance is top class i can hear the foots steps very early, guys close your eyes and buy it..... You will not regret at all.",5.0 out of 5 stars
"Clear sound
Blasting BASS
Good built
Looking sexy",4.0 out of 5 stars
Best under 600 price eange,4.0 out of 5 stars
This product may or may not excite you. But will never disappoint you,4.0 out of 5 stars
Its bass and sound both are very nice and in playing games it's sound sence help very well.,5.0 out of 5 stars
"These earphones has good sound quality the built is excellent , earpiece are made of metal so I have felt that earpiece is slightly heavy which makes a little less comfortable.it not like complete bass boosted, vocals are also very clear and crisp overall it's a good earphones",4.0 out of 5 stars
"It is better to provide a 12 mm driver in combination with 8mm, and this combination can satisfy every customer, i think so. 10mm driver bass is not enough for bass lovers. Its quality of sound is ok with 799 price.",4.0 out of 5 stars
"Awesome Sound Quality with excellent Bass. Noise cancelation is also very good. Remember that the sound quality depends upon the device with which you are using this earphone. I tested it with OnePlus 7 Pro. This works very well with PUBG and there is no difficulty in judging the sound of enemy. Your sound sense will improve definitely. So i recommend thsi earphone. I got it for RS 599. Hope you find this review helpful.

Thanks.",5.0 out of 5 stars
It's good for rough user as its wire is good but in terms of sound the sound is clear with noise cancellation but the bass is just ok not a good earphone for bass and I really expected to get good bass at this price but m disappointed in terms of sound,4.0 out of 5 stars
"Not supporting within few months of usage, very bad experience.........Aaaakh thuuuu😑",1.0 out of 5 stars
"The sound quality is good, base also, feels premium but not satisfied with the mic's recording quality there are extra sharpness plus a little deeper still clear but I compared this earphone with the old mi earphone which was around 499 rs. And guess what that old one performed better I felt bad that why I gave 800 rs. For this earphone. I'm more of a earphone user so it's easy to tell the difference between this too. And yeah don't buy realme earphones, mi earphones are better than that.",3.0 out of 5 stars
"Earphone is good , sounds quality n noise cancelation is good. I purchased for tangle free, even though product say it gets tangled .",3.0 out of 5 stars
"Earphones are ok. Little expensive side, could have been cheaper
Build quality looks great > But actually its not that. Within 1 month of use the buttons are malfunctioning.
It automatically gets pressed. While on a call sometime it mutes the call and sometime disconnects
While watching a movie it pauses it or increase/decrease the volume.

Looking for a service centre for replacement.",3.0 out of 5 stars
Good but dual driver performance is not up to the mark. But it is worth for the penny.,4.0 out of 5 stars
After trying many generic headphones and got repaired in few weeks.. this one is robust and good sound quality at this price range.. hi quality and recommended for rough use.,5.0 out of 5 stars
"For this amount the product is good. Bass is awesome you can really feel that. Sound is also awesome but can be expected more.
Body design is good, easily fits and wire quality is also good.",4.0 out of 5 stars
If you like extra bass your going to love this earphones these are great for watching movies and hearing music's .but if you don't like extra bass don't buy this because the bass kind of dominating the vocal at some point maybe you like it or don't its up to personal preference,4.0 out of 5 stars
Sound quality good 👍👍👍,5.0 out of 5 stars
"Build is very sturdy and wire is also tangle-free.
Magnetic feature is very handy, but I would say use these earphones with MIUI sound enhancements for better dual driver experience. Otherwise sound quality depends on hardware also.

My rating is 8/10.",4.0 out of 5 stars
This product is soo cool. But if you are a singer and looking for a earphone for recording this is not the product to buy. This is for good listeners.,4.0 out of 5 stars
"Good build quality, sound quality and looking stylish",5.0 out of 5 stars
"Bass is totally mind blowing..i haven't expected this level of bass in an earphone..
Actually i mostly listen remix songs and this is one of the best i can say in this price range💥",5.0 out of 5 stars
Best Earphone....but A small dissapoinment in bass...but For that price...it Nailed it...,5.0 out of 5 stars
"Good sound quality but when it comes to bass,it lacks a bit. While running it comes out of the ears which is not good for athletes and for me. Regarding this if someone can suggest me any solution for this problem can be thankful fo the same. Overall good product but pricing should be lil bit less than that of the current price. At last I would give 5 out of 5 star for the build quality, which make it look premium.",3.0 out of 5 stars
Nice,4.0 out of 5 stars
Amazing earphones and sound quality but I'm not satisfied with a built quality or jyada axhi hoo skti thi,5.0 out of 5 stars
WORST PRODUCT. I AM NOT INTERSTED/.,1.0 out of 5 stars
Wire quality is not that much appealing and buttons are also Small,4.0 out of 5 stars
Earphone is good but not good as JBL C200SI.... Even JBL C200SI has good bass but wire quality is not as good as mi earphone......for wire Quality mi is good for sound quality jbl is best,4.0 out of 5 stars
👌,5.0 out of 5 stars
Yeah these are only preferred for gamers not for music lovers,4.0 out of 5 stars
Sound quality is very good but bass quality is little bit poor.,4.0 out of 5 stars
I have some mic issue can u replace it,4.0 out of 5 stars
Only for who searching for balanced sound go for it,4.0 out of 5 stars
"The bass is not at all muffled, it is on point. I previously used mi basic. Compared to that this one is premium in built and sound production. The dual drivers are definitely working while Playing the tracks that produces such fx. In short there is a depth to the audio you play. The only flaw is that the non braided part where the cable splits to two earpieces is very thin. One pull and its done. Every earphones are like this. Next time I'm upgrading to bluetooth.",5.0 out of 5 stars
"Good product but, built quality low",4.0 out of 5 stars
Ek No. Earphone hai.,5.0 out of 5 stars
"I ordered this and when I opened the seal the box is already opened and surprisingly no earphones and I kept return. After 2 days person came to collect and he said he will not take this as there was no item and asked me to contact customer care. I called customer care and told the whole story...and they said they will refund money. And I got my money refund.
And second time I ordered the same brand but black colour. This time everything came perfect. Working good. Good sound quality.",5.0 out of 5 stars
Sound quality is fantastic but not as like dual drivers because I'm using mi earphone both are sounds same and the upper sides of wire material is so cheap I'm not happy with the quality of experience with mi.,3.0 out of 5 stars
"I liked this product,It's handy and get fit inside ear, holding very light weight, received as expected. Thanks to Amazon 🙂",4.0 out of 5 stars
"PROS
1. Sound Quality is excellent. Noise Cancellation is decent.
2. Mic is quite good and calls are clear.
3. Build Quality is too good for the price.
4. Braided Cable and Magnets make the earphones tangle free.

CONS
1. Volume control buttons do not work on iOS. Only Mic and Play/Pause button work.
This is not mentioned anywhere. Quite misleading.
2. The braided Cable is only till the part where the cable splits. Could've carried it over to all wires.",3.0 out of 5 stars
"Directly Pros & Cons:
Pros:
Half braided wire.
'L' shaped plugin.
dual driver works perfect.
Good Noise cancellation.
Magnetic buds.
Gold Plated pin.
Play-Pause and Volume Up & Down buttons.
With Mic.
Extreme bass.
So Loud.

Cons:
Half braided wire.
Thin buds' wires, no braid.
Buttons are inlined so can't recognise which button is pause play or volume button.
not that good for treble lovers, treble is decent. If you want good response then you can use any EQ app.

That's it!",5.0 out of 5 stars
'Worst' even the single driver earphone are way better than this crappy,1.0 out of 5 stars
"I bought it aa I thought that it is a fully braided cable, however when I received the product I found that only half portion of the wire is braided and the other half is made of rubber. There is nothing special about this product apart from the magnet that keeps both buds together. There is no advantage in buying these earphones for 600.",3.0 out of 5 stars
Its price is high but the work it do is average the outer material paint comes out magnet become weaker after 2 3 months this is dual driver but still lack of sound diffrence. YOU CAN PLAY PUBG AS NORMAL BUT NOT LIKE PRO HEADPHONES,4.0 out of 5 stars
"The product received in good sealed package. But still one of the installed ear buds is missing. Probably it happened while packing in the factory. Poor quality checking, compromise the reputation.
Two pairs of different size ear buds are in the package.",4.0 out of 5 stars
"I thought Dual Driver would means BASS effect but its Nothing Special, NO Bass effect.",2.0 out of 5 stars
"These are simply the best earphones under 1000 rupees. Better than Realme buds 2 and all other stupid bass boosted headphones.

The bass is simply the best you can find in this price.. it's deep...not much boosted.

Mids are great

Highs are also really good.. maybe cuz these have dual driver.

the build quality is solid, breaded cable... although i found the wire to be very tangly.",5.0 out of 5 stars
The earphones often comes out of the ear. The grip isn't great. Sound quality is good if not great. But definitely not as good as the advertisement claims. Built quality is good.,3.0 out of 5 stars
Working well hopefully🤞 this is my firstever earphones so i little concern about quality but it superb.😊,5.0 out of 5 stars
"I am using this in k 20 pro , cable is not so duarble and sound is good at the joint of the ear buds the connection is so bad it may snap at any time if you",4.0 out of 5 stars
Mike not working unwanted to replace this iteam,1.0 out of 5 stars
Its worth the money I bought for RS 700 ITS worth it noise cancellation is good and bass is high &the sound quality I can hear the different kind of sounds separately because of dual driver,4.0 out of 5 stars
Mi Always Worth,5.0 out of 5 stars
It is nice but not much comfortable as the basic one was.,4.0 out of 5 stars
I bought this earphones on 19th May and within 2 and a half month of use the sound quality has diminished. There is a constant disruption when connected to my mobile. This earphones have a warranty of 6 months. I want to avail that warranty. Its very disappointing to me since the start its sound and bass quality was quite good and now suddenly it has stopped working all together.,3.0 out of 5 stars
Best earphone quality . No one compete it's quality under 700 and many more. Only problem of earphone is its button doesn't work in computer,4.0 out of 5 stars
"I used All the Trending Earphone but In Sound category XIAOMI REDMI never compromise And Main Highlight that is In Budget...
Mi DUAL DRIVER i recommend uh With No Doubt
a Good listner Will Easily fall in love with MI DUAL DRIVER
As Compared to Realme Earbuds 2
MI DUAL DRIVER IS BEST IN SOUND CATEGORY IN PREMIUM LOOK IN MICROPHONE
REALME EARBUDS HAVE SOME PROBLEM WITH MICROPHONE ND SOUND TOO
AND OBVIOUSLY STRAIGHT 3.5 MM JACK",5.0 out of 5 stars
This Earphone's sound quality and built quality is too good. but its uncomfortable. really realy uncomfortable. I cant use this headphone for 15 minutes continue. it feels a pain in year. the metal head pinch in year. its truely uncomfortable headphone.,4.0 out of 5 stars
I like it's sound qualtiy best for palying BGMI and also good for music listeners but it's fitting is good but not that much good .it's fitting is the only thing that I don't like much but otherwise it's best earphone with best quality,5.0 out of 5 stars
It's basically a gaming headphone it's has a some kind of bass issues.... I mean to say it only for bass wale songs,3.0 out of 5 stars
"Great Detail in the overall sounds. After using this I heard a lot of instruments that I could never listen on my previous earphones.
But the expectation that I had with this was somewhat not fulfilled specially in the case of overall base.
But still a great buy.",4.0 out of 5 stars
It's fine. Good bass.,4.0 out of 5 stars
Sound quality is awesome. Very good bass.,5.0 out of 5 stars
Excellent sound,5.0 out of 5 stars
"It broke after 5 months because it felt from bus, good quality though",3.0 out of 5 stars
Volume buttons are not working for iPhone,4.0 out of 5 stars
"sounds okay
Bass 4/5
Nice price. Good product",4.0 out of 5 stars
Fan of MI,5.0 out of 5 stars
Bass and sound quality is good but you don't want to use the earpiece while you are watching movies or videos in your couch or bed. It's not comfortable because of its bulky design.,3.0 out of 5 stars
This earphones surprised me. Being a music producer I check my final mix on different kinds of listening devices and headphones and these earphones live upto expectations. It recreates sounds somewhat close to my Studio grade headphones. So definitely you can go for it 👍🏻😃 although the cables are bit stiff but thats not a big issue..,5.0 out of 5 stars
"problem in fitting the bug cup into the ear, and wired is not tangle free",3.0 out of 5 stars
Good for vocals and treble,3.0 out of 5 stars
"After 3 months of use i write a honest review of the product
1. sound quality is very good
2. Bass is loud and clear
3. Performance was very good
4. It gives nice experience of music every instrument of the music/sound you feel the true music
5 only one problem that the upper cable which divide the earbuds is very thin and you have to care this if little stretch can make you loss",5.0 out of 5 stars
It's demage and used earphone,1.0 out of 5 stars
Only for baseheads. Highly Recommend,5.0 out of 5 stars
"Braided cable? ✅
Sound quality? ✅
Bass? ✅
Fit? ✅
Tangle free? ❌
Longer than usual earphones, mic and volume controls are located on the left rather on right.",5.0 out of 5 stars
It's good,5.0 out of 5 stars
I notice the package is not properly delivery and the earphones are Dope 😎 and the quality is very good for this cost and amezing earphone,5.0 out of 5 stars
Good fir normal used,4.0 out of 5 stars
"If u want a balanced earphone.. then go for it..
Great experience.",4.0 out of 5 stars
"If you are the guy who used sony, Sennheiser and JBL which is above 1k then you don't feel much difference in quality of audio but if you have used only normal headset and buying this. You will feel the difference.",4.0 out of 5 stars
"Best quality, value for money item.
Bass is slightly down, but overall excellent product.",4.0 out of 5 stars
Got refunded. Received 2nd hand used product,4.0 out of 5 stars
Nice hearing,3.0 out of 5 stars
"Really nice product, bit higher price but really tough product quality also deep base and dual driver also works perfectly. I love it.",4.0 out of 5 stars
"Bass is good. But overall details of songs os lacking. Not satisfying.
Better go for realme buds 2.",3.0 out of 5 stars
Worth it,4.0 out of 5 stars
700 800 me isse behtreen earphone nahi milenge. Bas utha lo inhe. Gazab ka bass.. quality sound ki aisi na jane kesi... Build quality rough n tough. Dual driver sirf naam k nhi kaam k bhi h.. i m impressed. Recommended,5.0 out of 5 stars
Good bass,4.0 out of 5 stars
"Inside of packaging Box was already opens n seal with plastic tape,as some one has already opend.
But earphone was fine and has awesome base and cripse sound.high tones n low tones produce well.I have both mi basic earphone n this dual driver earphone as u can see in images,if u compare sound literally both sound identical.but this one have good build quality as compared to basic one.n not for least low tone produce well in my opinion.and magnets are awesome.",5.0 out of 5 stars
"Amazon is amazing. There is a reason why Amazon is world's best e commers company. And MI 100% fulfilled their tag line, ""innovation for everyone"". I have ordered various products of MI and none of the time it dissapoint me. You can waist large amount of money for the same sound and build quality on other brans but if you really want vale for money for MI and save the rest amount of money for your better future.",5.0 out of 5 stars
"I have mi, two earphone. No difference between mi single driver vs dual driver. Slightly better single driver headphone. ""Sound quality"" good 7.5 out of 10, ""bass quality"" 7out of 10.",4.0 out of 5 stars
Product wire quality can be improved,3.0 out of 5 stars
Best earphone in this price,4.0 out of 5 stars
"- Build quality : 4.5/5 >> metallic finish looks premium, braided cable , L shape gold plated connector
- sound quality : 4.5/5 >> descent sound for bass and treble as well as vocal.
- comfortable : 1/5 >> they are little heavy on ear and metallic part of earphone stuck on ear and the ear got pain in 30 min of usage ... so there is a big drawback. So i returned this.",3.0 out of 5 stars
"You can hear the tone curve perfectly with this...
Sound is good
Noise cancellation is great
It's kinda tangle free...
Best for gaming
Good quality...
Cons:- it hurts your inner ear after prolonged hours of usage...
Not comfortable",4.0 out of 5 stars
Everything is perfect Sound give a Genuine and comfortable output . The main con is the upper wire is of too poor quality whlie as jack side wire is of freat quality else everything is upto mark,4.0 out of 5 stars
"Just ok, not so good quality as compared to price. Samsung earphones are better and cheaper then this one.",3.0 out of 5 stars
Never buy,1.0 out of 5 stars
"Sound quality is good. But one drawback I found is it does not stay snug in the ear.keeps falling down for every small jerk unlike other earphones I used..
But the sound is crisp and bass is loud with a nice thump to it.",4.0 out of 5 stars
Nice,4.0 out of 5 stars
"Gets Tangled easily ,but good fitting",4.0 out of 5 stars
Sound quality is good. The earphones are little uncomfortable if you have small ears.,4.0 out of 5 stars
"It can't push the bass properly. Therefore its bass quality is very poor. If you love perfect bass then you shouldn't go with this product. Its bass quality is similar to the MI basic earphone (399/-). So, I think it's just shown up from 'mi' highlighting the name 'dual driver'. There are many earphones which is built with a good quality in low price. It really disappointed me.",3.0 out of 5 stars
 This is used item not new.,2.0 out of 5 stars
"It's price should be Rs 550.
Satisfied with quality",4.0 out of 5 stars
I purchased it on the 9th of June and by July 15 its speaker stopped working. it is a pathetic product. should not buy. i lost 745 rs with this weird phone.,1.0 out of 5 stars
The sound quality and mic quality are worse than the most basic mi earphones.,1.0 out of 5 stars
"Really nice headphones and worth buying. Durable headphones.Very good noise cancellation and catches even slightest of voice during a call. Very good and clear music. For me a winner in this price segment.
But just check it fits properly in the jack of the smartphone. Because sometimes it gets loose..",5.0 out of 5 stars
"if we know to use equaliser in phone we can increase bass and the bass is clear,the treble is good.",3.0 out of 5 stars
"Overall this model out shines under 1000rs earphones for sure.
Cable is neat and tangle free.
Worth for money.
Audio is bass, middle are good comparing treble.
Finentune the equaliser with respect device u use.",4.0 out of 5 stars
Great for music and all but not that good for gaming. Also after using decently after 3 months,3.0 out of 5 stars
Osm,5.0 out of 5 stars
"I have been using this product for a month, and I just want to say it's great at this price and the sound quality is freaking awesome. I would recommend this to everyone at this price range.
Only one con just my opinion.
Noise cancellation is not that great but not that bad as well. It comes with passive noise cancellation.",5.0 out of 5 stars
Good,5.0 out of 5 stars
I am not completely satisfied with the product. It does a decent job on bass department although it lacks on good vocals. Bass lover cam buy it. Bass is well balanced. Not too high but bass is there in the music when you need it but i would say vocal area is not that good as i thought it would be for the dual drivers! And i edited the review after atleast few months of use.,3.0 out of 5 stars
Love this product,4.0 out of 5 stars
"This review is genuine 👍 or helpful
This is best earphones in this price range
This product is velue of money,
Wire quality is best,
Music and bass both are best and balace
Music and bass is louder then normal heandfree besause of dual driver
So, i suggest you to buy that product
If you're budget range is under 1000.",5.0 out of 5 stars
Good,4.0 out of 5 stars
"Good product, bass 7 out of 10",4.0 out of 5 stars
Good Quality,4.0 out of 5 stars
Nice quality,5.0 out of 5 stars
The mic is not good and also if you hear music or anything for long time your ears will start hurting.. n if you are bass lover do not go for this earphone.,3.0 out of 5 stars
"Right after you start using,you will feel the difference between normal earphones and MI Dual driver earphones. Premium build and great low mid high - don't think much, just go for it if you are looking to buy long lasting earphones",5.0 out of 5 stars
Mast,5.0 out of 5 stars
"Its hurt ear after 30 min of use.
right side earphone stop working withing 3 months.",3.0 out of 5 stars
சுமாரா இருக்கு,3.0 out of 5 stars
Average quality and slightly overpriced,3.0 out of 5 stars
"Stopped working on right ear piece after 10 months and also it's wire getting cut at the place where 2 earpiece started.
Remaining all build quality is good except at that joint.",3.0 out of 5 stars
Sound quality good,4.0 out of 5 stars
"Definetly better than all the other earphone which is under 1000 but i still miss mi basic earphone , it is good balanced but bass of mi basic was 10% more than this. And i also use senheiser cx 180 , jbl cx 100 and 200 , realmi buds 2 , boat 225 i found this earphone is far better than these.
Thanks mi",5.0 out of 5 stars
That's better,3.0 out of 5 stars
Nice one better sound quality👍,4.0 out of 5 stars
Nice proudect but overpriced in my opinion,3.0 out of 5 stars
Waste,3.0 out of 5 stars
"Awesome built quality. I am sure it will stay for long even in the worst conditions. Apart from that the sound quality is average. In papers it has dual drivers but its not up to to the mark .
If you are looking for a durable earphones then you can go for it .
For a music lover (BASS) at this price range it is not worth.",3.0 out of 5 stars
"If you are fond of sad song or calm song , don't go for it because sound quality is not that good.Rs 300 earphones have better sound than that of this.",3.0 out of 5 stars
Perfect earphone in its price range . Its base and treble both are superb ( base specially ) . Just go for it without thinking twice . U won't regret !!,4.0 out of 5 stars
"Okayish product, doesn't creates too much bass as expected.
But the main problem is the cable where it separates its soo thin if accidentally you pull it it will come out.",4.0 out of 5 stars
Not good after 2 months got stoped working one side,1.0 out of 5 stars
"After watching too many review videos on YouTube ordered the headphones and received intact.
continually using for 2 hours found the item comfortable. No pain noticed in ears.
Looks are awesome. Bass level is class 😍😍 thanks mi.
Sound quality and bass are superb.
Braded cable is adding much elegance.
My favorite item. Value for money. U can go for it. ❤",5.0 out of 5 stars
"Genuine and Authentic. Sealed and Delivered securely. Sound Quality is Too good compared to rest in the range. Noise cancellation too is Amazing. Overall a Great product for the price.
Appreciate Amazon for their packaging although it was jus standard.",4.0 out of 5 stars
Not bad,3.0 out of 5 stars
I like this procet,5.0 out of 5 stars
Good,4.0 out of 5 stars
"Build quality is good. But considering Dual Driver very bad sound signature. Not good for music lovers! Please prefer Sennheiser CX 180, JBL C100SI or even Realme Buds 2. Those single Driver makes the sound great!!!",3.0 out of 5 stars
Dont expect bass like jbl . If you are a bass liver dont go for it lacks it lacks to produce bass in highs and mids . The quality of earphones is really good . I personally think go for one more piston if you love vocals and go for sennheiser cx180 for both bass and vocals(lacks in mic),3.0 out of 5 stars
It is ok not very good if you want to purchase a bass earphone you go to jbl earphone or if you want to purchase a normal earphone which has more tribel you go for senhesier earphone,4.0 out of 5 stars
Decent,4.0 out of 5 stars
Just a simple daily driver for your day to day life. Everything is just perfect for this price range and great product support .,5.0 out of 5 stars
Osm product,4.0 out of 5 stars
"Bass is good, sound quality is fine, and the build quality is very good, overall good product for this range, I faced a mic problem then I replaced with new one, now it's working fine very good customer support from Amazon",4.0 out of 5 stars
"Bought this in January, its sound quality is truely amazing but longivity of product is a question. I have been using it for 10months and now the mic button has stopped working and intermittently cut off calls, volume up down buttons work like it has its own brain.. Good sound but questionable quality of product!!",3.0 out of 5 stars
Not sticking to the phone 3.5 mm jack and getting ear pain after some usage,3.0 out of 5 stars
"Very gd quality of sounds .
Premier look in budget one. Very strong meterial but tingling wire is the very disappointed one. But its really nice worthy for money.",5.0 out of 5 stars
Sound quality is vera level and bass is top notch :) Best product in the given price range :) overall product is good .. Hope the stability of the product will also be good :),4.0 out of 5 stars
You should not expect much out of these earphones. The left earpiece stopped working after exactly 5 months. I purchased it on August 14 and it stopped working on January 14. I think this may be one manufacturing defect which is intentional so that the customers have to buy again.,3.0 out of 5 stars
"Every time again & again you take the earphones, I bet you will spend 4-5 minutes to untangle the earphones. Very very very much prone to tangling & annoying.

Else a normal earphones for the price paid. Nothing great or bad to write about.",2.0 out of 5 stars
Very good product,3.0 out of 5 stars
Love sooo much 🥰🥰🥰🥰,5.0 out of 5 stars
Best earphone I ever used.,5.0 out of 5 stars
"They just delivered me a fake MI Dual driver
Because it has no quality i used before that
And one more thing is that bar code doesn't show anything when i scanned it.",1.0 out of 5 stars
Don't buy it,1.0 out of 5 stars
"Sound and build quality of this earphone is awesome. But I want to know something different than this.
Is there any option to get soft copy of invoice?
Because ink quality of hard copy invoices are not good enough to keep the invoice for long. In case, if we need to produce that invoice in service center it's got invisible to get the product details.
Please look after it and if there is any option please let me know.

Thanks 😊",5.0 out of 5 stars
"Cannot expect more at this price point, but we can atleast expect something better than the previous mi earphones which were priced same. But this one doesn't stand at par with older mi earphones of rs.700...
You don't feel any better sound quality which feels like dual driver. Sound is not crystal clear, tends more towards warmer style. Feels too heavy to your ears.
Plus the mic was a biggest turn-off. You cannot just keep it hanging freely and talk, you have to hold it near your mouth, only then the other person can hear you a bit...
Better get some cheap earphones of 200, they would also sound same, nothing worth the more price for this one.

Tried to return it, amazon sent replacement. Same issue was faced in another earphone as well. So returned that as well.",2.0 out of 5 stars
"Not the best but in the price range, pretty damn good. Good enough bass and clarity. Cannot ask for more in this price range. Only thing to notice now is longevity after rough use",4.0 out of 5 stars
Not Good at this price range,3.0 out of 5 stars
"Value for money.
Pros:
1. braided wire and build quality
2. Price is very competitive
Cons:
1. Sound is pretty average
2. Not exactly noise cancellation. It is just a marketing gimmick. But at the price point, it is acceptable.",4.0 out of 5 stars
"when i was purchase first time i got bad experience the first product have problems slightly when i hear a music only left channel was very loud but right channel was coming very low
Then i replace the product i got good experience i coustmize the equilzer the bass and treble was when i use previous mi basic earphones
Gaming was good for PUBG AND COD
Noise cancellation was good for traveling on road or public places",5.0 out of 5 stars
It's good for playing games.,4.0 out of 5 stars
"Bass not very high but punching which i like
Mid and lows are good too
Mic is good when you put it very close to mouth but if you place it a little bit away reduction in sound is significant",4.0 out of 5 stars
Good,4.0 out of 5 stars
Very good product,5.0 out of 5 stars
Good,4.0 out of 5 stars
Not original product and not working,3.0 out of 5 stars
"I found this earphone nothing extraordinary. I have boat rockerz 225, ant audio w56 and realme buds 2 earphones. I decided to upgrade to dual driver earphones, but surprisingly I found not much difference in sound quality. In fact previously mentioned 3 earphones are way better.",4.0 out of 5 stars
"Sound Quality: Quite Good for the price, but I liked my single driver one's audio better, maybe it had a little more clarity.

Noise Cancellation: Good. Within expectations, considering passive noise cancellation.

Bass Quality: Good, maybe a little better than single driver ones.

Build Quality: Exceeds expectations, atleast externally. Cannot yet comment on overall durability or longevity.",5.0 out of 5 stars
"It's good when listioning music. While making, receiving calls you should keep the mic area near to your mouth.",3.0 out of 5 stars
"Well MI Basic has better bass and over all sound quality but, MI basic lacs at treble dept. but it's ok. Any way this Mi Dual Driver is an inferior product next to Mi Basic in terms of Bass.",4.0 out of 5 stars
"I've used basic earphones from mi over a year and as they damaged due to rough usage over bought these and i would say there are two things to remember buying these if you listen to music genres like aucostic and classical is not for you. These are great for base tracks like pop ,electro and psy trance as well as for gaming i play COD and pubgm and works well for me.",5.0 out of 5 stars
"The sound quality is all good and well, but the buds, particularly the outer plastic bodies, hurt my ears. I have used MI earphones before, but never have I experienced such pain. The circular edge of the body is larger compared to the previous models that I have used.",5.0 out of 5 stars
My Left bud stopped working within 3 months.,1.0 out of 5 stars
"One year. Exactly one year did it last. Right now, although the device is performing properly, once plugged to any cellphone, the cellphone starts behaving abnormally.",3.0 out of 5 stars
"I bought this earphone before 3 years ago.
At present day the quality of bass and sound are too good👍.
So you are buy this product undoubtedly .
Thank you.",4.0 out of 5 stars
"I was order this product monday
And order expecting will through reach u in 5 days
But it get it in 3 days
Bass good
Built good braided
Clarity good
Design good
Long length cable
Thank u...",4.0 out of 5 stars
Best earphone but after 7month his one side speaker the end and his upper wire very lull. So if u think to buy a earphone buy realme buds 2 not this earphone,2.0 out of 5 stars
"I bought this for Rs. 999. I had hoped that this one would have a balanced frequency response without any of that ""boosted bass"" or ""boosted treble"" nonsense. I found that the sound can be a bit muddy. It's lacking in clarity. There's too much emphasis on the low-mids and that is masking the high end imo, and causing the low end to sound flubby.
As far as build quality goes, it's good.",3.0 out of 5 stars
Sound is clear but the base isn't good. Dual driver feature is just a number like... Not impressive...,3.0 out of 5 stars
